Cell-Cell contact name,Contact mean value,Normality test P-value,Contact Time Point,Relative Contact Area
ABarpapa->ABalaapp,2066.75644039,0.544236701596,12.978021978,0.105582917201
ABarpapa->ABaraaap,2297.602311,0.00982210789822,11.5824175824,0.0942821694853
ABalppppp->ABplpaapa,1814.52865633,0.0147083354885,17.8901098901,0.126744316359
MS->ABprp,10554.6747648,0.821988581965,3.76923076923,0.0921082223934
MS->ABara,12462.0084029,0.796360701089,3.8021978022,0.107697216489
MS->ABplp,19964.2677839,0.780243867929,3.81318681319,0.172931215395
ABarpaapap->ABarpapapp,1834.66259276,0.0093082091296,14.4285714286,0.148082762889
MSappap->Daaa,1718.11414064,0.825916233325,22.7692307692,0.128847179203
ABprppappa->ABprappaaa,1919.2064203,0.837063494398,9.28571428571,0.159444020609
Dppa->ABpraapppp,1043.5482804,0.70743003937,13.5604395604,0.0953003187698
MSpappp->MSaappp,2372.60655119,0.749059661262,20.043956044,0.15739718337
ABarpapaaa->ABpraapaaa,1127.79126928,0.990959453632,10.2417582418,0.099129068521
Cppa->Dpp,3796.80778145,0.0639423565655,16.5934065934,0.175176096869
ABprppppp->ABprpppap,2864.97734586,0.261047628142,31.6373626374,0.164735950648
ABalpp->MSap,6709.23173534,0.116907150891,10.6703296703,0.102513113275
ABalaaaa->ABaraaaa,2886.59453943,0.890578925503,24.989010989,0.111291235543
MSaappa->ABplpappap,1683.26985339,0.431004456954,20.1758241758,0.127656492162
MSpaap->MSpaaap,2006.01160188,0.66846235593,4.47252747253,0.106593907822
ABpraapap->ABpraaappp,2322.34609395,0.645663595103,5.17582417582,0.14679588501
ABalaapa->ABaraaapa,3327.00017373,0.0026046334054,6.56043956044,0.159090948724
ABplpappp->MSaappp,2183.18394409,0.060566038664,19.7362637363,0.130990906996
ABalppa->ABplaap,8001.35813233,0.199324218333,17.7142857143,0.179832087912
ABalpapapp->ABplpapaaa,1634.09989582,0.764688214865,12.3516483516,0.136086924061
ABarppppp->ABprapapap,2047.92103809,0.310902956804,8.54945054945,0.15502713465
ABalpaaa->ABalaaaa,3605.40440059,0.193381786417,25.978021978,0.134277041854
ABplaapp->ABplapap,1983.56128334,0.927955161365,14.2637362637,0.0827476193041
ABplaapp->ABplpaap,3072.6677859,0.506171079187,16.0659340659,0.122211213452
ABplaapp->ABplapaa,4109.68957518,0.115552093913,20.8571428571,0.146552825875
ABplpppp->Daa,4406.04817343,0.000234922724586,7.62637362637,0.168213720088
ABpraapaap->ABpraapapa,1996.40632143,0.004019025187,14.2087912088,0.158632914593
ABprppapa->ABprappaa,2096.05413299,0.966919890896,27.1648351648,0.129101538167
ABprppapa->ABprppaap,2843.2571192,0.77737943498,31.4945054945,0.164673728345
ABplpppaa->ABplppppa,2492.57553896,0.106501801578,30.3406593407,0.140481108684
Eara->ABarpaapp,1785.81169241,0.851923275901,25.1428571429,0.108340266186
ABprpappaa->ABarappapp,1534.43251979,0.0245170093419,14.7582417582,0.123897484334
ABalapa->ABalaaa,6160.51670762,0.863598679832,19.5934065934,0.142244611775
ABaraappa->ABarapaap,2162.23739055,0.796201832797,28.9010989011,0.120819895692
ABplpapp->ABplpppa,3161.21841877,0.00829336181237,16.7692307692,0.123302939993
Dpa->MSpappp,1899.726858,6.49296061066e-07,13.5274725275,0.114713006826
Epra->Epla,1787.90461283,0.816452080829,35.8241758242,0.117630935134
Epra->Z2,1797.92811736,0.29822183355,38.2307692308,0.115892054817
Epra->Dpp,1407.53821292,0.012398342648,7.85714285714,0.11067667988
ABpraapp->ABprpaap,4351.21482523,0.56069500072,21.7252747253,0.152245722345
ABplpppap->ABplppppp,2528.23735138,0.0293789042941,29.5054945055,0.148049376407
D->Cpp,8547.48438516,0.148208397171,12.2747252747,0.154040116248
Ep->D,5690.23618694,0.255748394396,18.7802197802,0.0987153030494
Ep->ABplpp,8299.81569551,0.000124577400175,15.7472527473,0.130306206122
ABalap->ABplaa,13559.625297,0.604268848281,16.4835164835,0.196659362308
ABalap->ABarpa,9428.19802193,0.344921269668,16.6483516484,0.13901595747
Capa->Cappp,3939.66192325,0.605711924002,5.50549450549,0.210652656314
ABprapapp->Cpppa,1845.37668895,0.34293639602,18.9010989011,0.125220237929
MSaapp->MSappa,3664.74093945,0.451432247101,24.4505494505,0.155569760196
MSaapp->MSapap,2398.05216719,0.254549304812,9.65934065934,0.110046740334
ABaraapapp->MSaapaaa,1423.20882921,0.680113293243,15.1758241758,0.113805387354
MSappap->ABplpapaap,1218.26163665,0.994784448654,11.7692307692,0.105568985764
MSppppp->Dpaa,2067.23084703,0.840543913434,22.6263736264,0.15156135606
ABarapppaa->ABaraaappp,2143.82743383,0.364413569654,13.1868131868,0.172942602191
ABprapapap->ABprappapp,1883.33520397,0.00682859158987,12.3736263736,0.15297929883
Cpaaa->ABarpppap,2000.89476057,0.362052906995,20.6923076923,0.130978488359
ABaraapaa->ABalpaapap,1442.22320528,0.889254818628,6.67032967033,0.0897313681514
MSppapa->ABpraaappa,1300.08219482,0.125161238934,13.956043956,0.0998272734494
E->ABprp,14712.5600769,0.663285241941,4.42857142857,0.128449574383
Ealp->MSappp,2592.69181185,0.0536727985628,25.0,0.126727232728
Ealp->MSappa,2301.2774793,0.15569711633,22.3846153846,0.113793039709
Ealp->Earp,2521.14768558,0.0862137002103,42.1978021978,0.140416859758
ABprpaapp->ABprppaaa,2724.37213174,0.781996556519,26.7692307692,0.15184177429
ABpraappp->ABprapaap,2491.23481731,0.7946313877,28.9120879121,0.137670506681
ABpraappp->ABprppapa,1572.64053807,0.795134114778,21.1758241758,0.0999823320652
ABpraaapa->ABpraaaap,2051.16649758,0.0433666585356,28.5604395604,0.120869306963
ABpraaapa->ABpraaaaa,1783.06690958,0.262493087273,25.8131868132,0.115886842389
ABarpaapaa->MSpaaapp,1091.21141531,0.183597952209,12.1318681319,0.0915875908894
ABarppppa->ABprapapaa,2148.64623669,0.559399676336,7.16483516484,0.162686278947
ABpr->E,11301.0097562,0.661415553731,6.28571428571,0.0808523656666
ABpr->C,30842.5427813,0.346993490071,5.42857142857,0.207957952726
ABpr->P2,28593.5742491,0.869084251591,4.45054945055,0.167025241916
ABarappppp->ABprpapaaa,1101.74736745,0.735274154805,12.0,0.0933823118664
MSppap->MSpppa,3901.07069032,2.43485560844e-05,25.6483516484,0.158771117344
ABplpaaapa->ABplpaapap,1263.27684937,0.160307787679,13.3516483516,0.107075624804
ABplpaaapa->ABplpaapaa,1379.43122713,0.00257257981946,13.8351648352,0.113356239464
MSaapa->ABalpappp,4047.39701828,0.157837252491,7.69230769231,0.180895174972
ABalaaapp->ABalaappa,2211.81736895,0.776299034186,31.9230769231,0.126511444917
ABarpapaa->ABalaappa,1513.73930063,0.707337482672,10.2967032967,0.100273197587
ABplpaaa->ABalppap,4502.52748666,0.485321652139,22.8241758242,0.159095386061
MSpaap->ABaraappp,2111.22993578,0.208040422884,10.1758241758,0.107111294217
ABalapaaa->ABalappaa,1795.67866676,0.195879945683,29.5714285714,0.113979958269
ABalaapppp->ABpraapaaa,1808.13643897,6.17185382024e-05,12.9450549451,0.147812391992
ABalaapppp->ABpraaapaa,1212.32320016,0.00413624041592,12.3076923077,0.100508177057
ABplaaaaa->ABalapaap,1835.10555109,0.711059631949,19.5824175824,0.127645694459
MSppp->ABprpapp,5396.783158,0.159122285406,9.52747252747,0.178476483088
Cppp->Eprp,2777.93239108,1.65042810089e-07,9.1978021978,0.120971184561
ABarapappp->ABarapapap,1919.88704907,0.132493668559,18.1978021978,0.14736139151
ABarappapp->ABprpapaap,1120.32442049,0.777621427791,11.5934065934,0.0970791331496
Caaa->ABplapap,3824.87603446,0.329166611281,19.6373626374,0.135268400408
Ealpp->Earpp,2037.95541445,0.752593983018,7.47252747253,0.170802119936
Cpppp->Cappp,2678.90474629,0.000433988652539,34.3626373626,0.163485316174
ABplappa->ABplppaa,2992.58462137,0.581262501575,18.8901098901,0.118018661836
ABplappa->ABplppap,2845.07726266,0.256540327295,17.010989011,0.122536948654
MSappap->MSapppa,1352.28730276,0.431940850456,26.4175824176,0.0976975489536
ABalppppa->ABplaapaa,2071.56250447,0.0125788613838,22.3626373626,0.134102276251
MSpaaapp->MSpaapap,1082.32744748,0.300656320522,8.89010989011,0.0935244946318
ABplpap->MSapp,5708.07543576,0.601795905613,10.8461538462,0.135435822487
Capap->ABplpppppa,1019.94168823,0.333629540292,11.4725274725,0.096209573205
Capap->ABplpppppp,1065.77103032,0.7076497091,10.6263736264,0.0969685784437
Eal->MSpap,4127.39002888,0.567695957091,18.8131868132,0.11524771456
ABpraaa->ABarppa,6065.0346177,0.717590899958,18.1978021978,0.140563661611
ABalappaa->ABalaaapar,1356.42078037,0.703904651129,10.3076923077,0.113589585039
Epla->Dapp,1486.13295325,0.382679999187,12.4725274725,0.13164789852
Epla->Dapa,1846.74229652,0.955916903373,13.8241758242,0.12853362125
Cap->Cpap,4508.46228993,0.371210187001,4.15384615385,0.111896471419
ABplaaaapa->MSaaaapp,1071.21647256,0.00185445934295,10.8901098901,0.0895342063215
MSpapaa->MSpaapp,1783.48707176,0.384538960053,20.5164835165,0.1075302342
MSapapp->MSapppa,1750.00342621,0.732369246935,28.8791208791,0.119030736519
ABplaappp->ABplpaapp,1967.95240706,0.393618367648,25.5054945055,0.113715301174
ABaraapa->ABaraaaa,3695.03379567,0.0101209301736,23.989010989,0.130812972538
ABaraapa->ABaraaap,1823.30677292,0.00308170057084,14.2087912088,0.0810922746074
Epra->Cpaaaa,1935.58364565,0.285963321209,11.3406593407,0.145696180193
ABalaaapar->ABalaaappl,1768.60968404,0.109008731372,12.7912087912,0.14565457986
MSpppp->Dpa,1756.10882693,0.921047126789,16.9120879121,0.0996638042897
MSpapp->MSpppa,2633.39268843,0.233752022745,17.8571428571,0.123240106847
Daa->ABplppapp,1268.14049934,0.842630416083,12.7142857143,0.0985125671203
ABalaapa->MSaaaa,1968.95330991,0.0744640435097,13.5934065934,0.0958345513344
ABalaappp->MSpaaap,1022.32094694,0.927471840447,13.7802197802,0.0803418204437
Capa->ABplppppp,3999.83813497,0.463094255981,12.1538461538,0.204012392592
Cappp->Capap,3174.10583818,1.20558016513e-07,34.010989011,0.19699455279
Cap->Epl,5638.90562428,0.32586119264,13.967032967,0.132403382806
MSpppp->Epra,2460.75475975,0.967495108329,22.1648351648,0.121300032823
ABarappapa->ABarappaap,1036.43595809,0.0909534251292,9.50549450549,0.0898296192325
ABprpppaaa->ABprppappp,1715.07463652,0.83173414559,9.6043956044,0.142770974822
ABprpppaaa->ABprppappa,1249.76301267,0.131135090971,8.64835164835,0.108742945292
ABplpaaaa->ABalppaap,2285.50798438,0.205282066749,25.2637362637,0.130599074562
ABarp->ABpla,17708.4708081,2.18098728905e-06,10.9450549451,0.168680072417
ABarp->ABpra,16184.6737224,0.833754771735,11.043956044,0.154485774295
ABalaaapp->ABalappaa,1820.49710236,0.979280397002,27.4835164835,0.109066275811
ABalaaapp->ABalappap,1357.64574522,0.655752512385,20.1538461538,0.099564082505
ABalapaap->ABalaaaal,1355.31301202,0.19287038351,16.9450549451,0.106029180487
MSaaaaap->MSaaapaa,1326.25118122,3.00871471465e-06,13.3406593407,0.108184895892
Cppap->ABprpppppa,1017.21855153,0.604986887287,11.0,0.0939238486336
ABarppppp->ABprapapaa,2690.37859967,0.327418751017,9.1978021978,0.199305054242
ABprapapp->ABprapppp,1574.01939645,0.28439419557,16.8901098901,0.111016225375
ABprapapp->ABprappap,2588.85869447,0.0316464905194,27.7582417582,0.146710531677
ABprapppp->ABprapappp,2465.97672385,0.0176749897687,10.4395604396,0.179006592659
ABprppapp->ABprappap,1602.1677337,0.186907253125,25.7802197802,0.102886466412
ABprappa->ABprapapa,2720.68428749,0.669488339395,3.49450549451,0.119346931507
ABprappa->ABprapapp,3169.99262745,0.871358047889,3.58241758242,0.139494089097
Cpppp->Cpappd,1160.22452121,0.434621630399,6.61538461538,0.0949456683988
ABalapaap->ABalppaaa,1412.72851978,0.365752795111,18.8791208791,0.109011609578
ABprapapa->ABarppppp,3382.25827318,0.014640077917,24.8681318681,0.208910573477
Ealaa->MSaapaap,1333.70406998,0.199734147101,11.9450549451,0.11074917457
ABplappp->ABplpppa,2076.394406,0.899723740765,14.5274725275,0.0982639813314
ABaraaapap->ABaraaappa,1306.46860194,0.731970406605,11.6043956044,0.112540906186
Epra->ABarpppap,1879.33243573,0.621526025159,25.1648351648,0.127332699543
Cppaa->ABprpapppp,803.112744045,1.8937734316e-06,8.01098901099,0.0837684245277
Cppaa->ABprppppap,1021.48768682,0.141614967042,11.5384615385,0.0929136175187
ABarap->ABarpa,10608.2405943,0.868574827881,16.9230769231,0.154058442879
ABarap->ABpraa,12002.4861626,0.534705502771,16.5164835165,0.174102470976
ABplapaa->ABarppaa,2639.41525105,0.947205822789,16.8791208791,0.116221789331
ABalpaapp->ABalppapa,1451.80057334,0.559627695395,22.5934065934,0.0987678173095
ABalpaapp->ABalpapaa,1437.95777696,0.48920878909,21.6593406593,0.10409839605
ABplaapa->ABplaaaa,3825.99879874,0.966459753594,23.3406593407,0.134945252293
ABaraapapa->ABaraapaap,1519.82933387,2.94539270419e-12,15.1868131868,0.119919680346
ABprpaap->ABprpapa,3113.85400923,0.315506526287,21.8571428571,0.112686107494
Eplp->Caaaa,1726.0913389,0.750414838456,21.3736263736,0.121357022224
Eplp->Caaap,2469.738108,0.549510441039,30.6703296703,0.135815307413
ABalpa->MSaa,10437.5067427,0.102103369724,10.5164835165,0.157058986415
Daa->MSaappp,2337.05959284,0.0207750175253,13.5604395604,0.133916245954
P4->ABprpp,4134.84340259,0.0572613632802,8.78021978022,0.0849219379078
P4->MSpp,3289.8009041,0.000536364108822,7.04395604396,0.104416692097
ABplp->Ca,11910.1503783,0.00311386436206,4.65934065934,0.122196092013
ABplp->Ea,14127.0088409,0.424554657485,6.93406593407,0.142307758007
Epr->ABprappp,3407.7970919,0.350978026516,17.8351648352,0.117082714375
Epl->MSappp,2465.00220734,0.831300119992,7.31868131868,0.0955347460089
ABalppp->ABplpaa,6958.32580914,0.381888370345,18.7472527473,0.158362827017
MSpa->ABarapp,5812.34637302,0.649652627768,6.7032967033,0.120620926414
Cpap->ABprappp,2902.80975757,0.342612704877,14.2857142857,0.115877657278
ABarapaa->ABaraaap,4577.95467697,0.000540561088028,23.1978021978,0.160681093258
ABprppappp->ABprappaap,1547.93315395,0.532858999187,8.9010989011,0.131257549877
Eprp->Cpaaap,1829.21574666,0.908332022773,14.2637362637,0.145395818326
ABplappap->ABplppapp,1513.06805427,0.0374441638885,22.989010989,0.0999878687182
Dp->Cppa,2623.12668624,0.0089916284736,10.5714285714,0.121198110491
ABprpaappp->ABpraapppa,1662.25575318,0.00295864500752,16.2087912088,0.1310097395
MSapap->ABalppppp,2650.61620426,0.339097263956,12.956043956,0.130783541066
Epr->MSpppp,2529.12234083,0.481921911057,7.50549450549,0.0970765920048
ABalpaa->ABalppa,5215.84431302,0.661990839139,18.1648351648,0.121617596253
MSappa->MSaapap,2694.07086162,0.0871563631711,10.7912087912,0.146824654349
ABplaapapa->ABplaapaap,1897.63241775,1.21659331381e-05,15.5494505495,0.148632524745
ABprappp->ABprpppa,3090.26662552,0.0765613143612,18.0659340659,0.134693686291
ABprappp->ABprppap,2456.35552472,0.509415863687,12.3516483516,0.124055528302
ABprppapp->ABprappaa,1927.95232612,0.223704670334,24.4835164835,0.142144578365
MSpp->ABpraap,5307.81496498,0.000714784965844,7.72527472527,0.113560223762
MSpp->ABprpap,7754.13901308,0.596850237301,7.56043956044,0.16563238536
ABalppaaa->ABalaaaal,1677.58848565,0.835302955909,21.3846153846,0.129030799133
ABplppaa->ABplpaapp,3301.40461806,1.61474751219e-06,5.94505494505,0.156823960023
Capaa->MSaappp,1259.26106929,0.493880431999,23.3186813187,0.104207066255
ABprapppa->ABprpppaap,1728.00645028,0.686769455709,7.0989010989,0.137068169118
ABarpaapa->ABarpaaap,2789.03413694,0.647215948267,25.1208791209,0.154066557797
ABprpaaap->ABarapppp,1843.24826807,0.674825976896,26.3076923077,0.109699909513
Daa->MSappap,2158.90478281,0.0412991750389,10.0,0.122952391407
ABaraap->MSpaa,7359.71226202,0.360687230163,12.7142857143,0.173598394837
ABprappp->ABprapapp,3250.83475034,0.477896023433,4.42857142857,0.1500769424
ABprpppppp->ABprpppapp,1648.60689638,0.213936845096,12.6923076923,0.136184437097
MSppapp->MSppppa,2074.59911308,0.527485549511,30.0,0.140445104257
MSppapa->MSppaap,2010.1995691,0.315454951927,33.3406593407,0.126753471564
ABarpapppa->ABarpappap,2401.92277675,0.62975152841,10.4725274725,0.197304691511
MSpppap->Dpaa,1580.63156629,0.0320144184579,21.6373626374,0.119879154412
MSpppap->Dpap,1090.15557411,0.377043972516,14.7472527473,0.103363413542
ABprap->ABprpa,9467.83888967,0.0211105860535,16.3186813187,0.139342077261
ABal->MS,25519.131729,0.839427654682,7.63736263736,0.167138391296
ABal->EMS,28553.2347253,0.0287715244889,2.31868131868,0.159387694051
ABal->ABpl,15848.7572114,0.000399619007851,8.93406593407,0.107657199968
Eplp->Cappa,1505.29971272,0.346642016042,25.9230769231,0.117939903933
Eplp->Cappp,878.9967713,1.72373693586e-05,13.6923076923,0.102543998315
ABaraaapp->ABaraaapap,2604.46572163,0.127109729051,6.93406593407,0.167716115459
ABaraappp->MSpaapa,1516.43381739,0.936672333423,18.4615384615,0.0914232389485
ABalpppa->ABalppap,2890.88769306,0.257608237551,19.5384615385,0.112326582658
ABplpaa->ABplppa,4184.30531079,0.734187821509,18.3296703297,0.0966887676514
MSapapp->ABalpppppp,1242.11291776,0.78866165742,17.7032967033,0.0976939510655
ABprpapaa->ABprppaaa,1626.63695854,0.433795862711,22.1978021978,0.107946526651
ABarpappp->ABprapaaa,1777.36152592,0.821498261259,22.0879120879,0.11892261184
ABarapaa->ABarapapa,3593.44224725,0.00993546196024,2.92307692308,0.152832795748
ABplaappp->ABplappaa,3346.47325105,0.494873349928,28.4285714286,0.179942843801
ABplaaaap->ABarpaaap,1914.88896488,0.0113248846326,24.1318681319,0.119124009383
ABplappaa->ABplppapp,1809.05074348,0.682527917703,22.3406593407,0.133143334341
ABplpapapa->ABplpapaap,1842.83940562,0.058028871193,13.4615384615,0.14883668902
ABprppaa->ABprpaapp,3376.50147844,0.5200934014,5.58241758242,0.161508973184
ABprppaa->ABprpapap,2340.61633279,0.441841705083,5.17582417582,0.117697250957
ABaraapa->ABarapaa,2491.56183014,0.00507984577064,20.0989010989,0.0965356076095
ABprpapap->ABprpappa,2799.64689128,0.316199102341,30.8241758242,0.149779592969
ABprpapap->ABprpappp,1342.43686479,0.305362034441,16.6373626374,0.0969208572795
Eala->MSapap,2229.56936917,0.0119517578038,18.1538461538,0.104157607927
ABalppp->MSapa,7274.9164448,0.735074436421,11.5164835165,0.172364503721
Epra->ABarppppa,1767.17038695,0.745134273229,26.3626373626,0.119284234995
ABplpppaaa->ABplppappp,1458.34825462,0.00671769443066,9.92307692308,0.123785767728
ABalpapaa->ABalpappaa,2222.45009662,0.0195775487022,6.42857142857,0.139207726839
MSpappp->Dpap,1268.57935191,0.614056464683,16.3736263736,0.110236892973
MSaa->MSpa,8547.40390401,0.000533900363539,16.6043956044,0.144088649326
ABarpap->MSpaa,3647.60835397,0.646675153266,11.0989010989,0.0894080003933
ABplpapap->ABplpappaa,1851.1232367,0.000634350954754,5.23076923077,0.116560254971
ABarpappp->ABarpppaa,3684.81449099,0.0189995002626,31.5824175824,0.205673873334
ABaraappa->ABaraaaap,1086.79008409,0.162583015913,14.1428571429,0.0817019783821
Cap->ABplppa,3803.6010244,0.0906902231544,15.7362637363,0.0912295481407
ABalppapa->ABplpaaaa,1918.35796082,0.632178179706,26.032967033,0.115562421109
Cppaa->Dpap,1443.7260366,0.947907456938,17.8351648352,0.110181574471
ABarapppap->ABarappaaa,1386.3643213,0.124273051325,10.8901098901,0.115753630596
MSpaaaap->MSpaaapa,1658.72008444,0.515509547924,14.1098901099,0.132516648743
ABplpppa->ABplppap,3948.92833208,0.600145926846,23.4945054945,0.141162007962
ABarpppap->ABarppppa,3708.50418992,0.0395379584804,32.5164835165,0.211062104816
ABaraapppp->MSpaapap,1384.3944182,6.93322694317e-05,9.71428571429,0.11459645688
ABprappp->Eprp,2839.81545342,0.0191659733027,8.91208791209,0.118558106307
ABarpaapa->ABalapapp,1134.31881381,0.00494952479476,9.65934065934,0.0913187105423
ABplpap->ABplppp,6237.7876547,0.0669901048366,18.2637362637,0.141005215652
ABplpppppp->ABprpppppp,1894.67549966,0.00244544021707,14.021978022,0.154435850208
ABalppppp->ABplaapap,1608.24570757,0.171629163976,16.7692307692,0.108044288818
ABplapppa->ABplppapp,1769.05358918,0.158328352734,30.6483516484,0.109890930481
MSap->Eal,5695.78784542,0.0750616878139,4.17582417582,0.126163044013
ABarppapp->ABplapapaa,2436.68114276,0.000720664142235,11.3516483516,0.187778067322
ABarapap->ABarappa,5040.85375403,0.000689164815821,22.5274725275,0.174553378217
Cap->Caap,5993.91430586,0.104322226752,3.58241758242,0.150454751958
ABprppapaa->ABprppaapa,1944.36248266,0.902934050626,8.85714285714,0.161301370993
MSpappp->Cppaa,2062.74670696,0.384180511817,32.8351648352,0.140074540744
ABprp->Cp,9678.73400879,0.0171123858576,4.7032967033,0.10167278347
ABprp->MSp,10483.2454346,0.0157408462232,7.73626373626,0.106137006677
ABprp->Ep,8169.59951398,0.0785255926435,5.92307692308,0.0920814978604
MSaaaap->ABarpaaap,1141.68587613,0.987036287712,19.4175824176,0.0835168311197
MSaaaap->MSpaaap,1184.05020913,0.427158954558,20.3736263736,0.0822946438547
Caa->ABarppp,7221.24708613,0.521380296134,14.3186813187,0.162166722105
ABaraaapa->ABalaapaa,1556.20350692,0.380208162363,19.2087912088,0.0952474175893
ABaraaapa->ABaraaaaa,1518.53666321,0.158957860183,17.7142857143,0.0993555773035
ABaraaapa->ABaraaaap,1798.94243869,0.49211897408,22.4945054945,0.101652860728
MSaapa->MSapaa,2835.09889203,0.0570164184211,13.989010989,0.129532090781
ABprpppppa->ABprpppapp,1215.92478839,0.537014072535,11.3186813187,0.106354776324
ABalaapa->ABalaappa,2563.3098904,0.788964607469,3.89010989011,0.129597721484
ABalaapa->ABalaaapp,2415.22023615,0.0272548780473,3.98901098901,0.121062382735
Epl->ABplappp,2885.19991178,0.355009693166,15.6593406593,0.107065650483
Dp->Cppp,5089.4490181,0.739501483953,18.956043956,0.169853167493
ABarppap->ABarpppa,4085.46626755,0.199154321581,23.5714285714,0.153475154811
MSpapp->MSaapp,3035.81336751,0.197840552699,23.956043956,0.131823102016
ABalaaapa->ABalaaaar,2310.48481379,7.20464551235e-09,29.3296703297,0.1354277821
MSpapap->MSpppap,1370.46698319,0.961913850631,17.7472527473,0.0961279998234
MSpapap->MSaappa,1566.74402124,0.839951138687,21.6153846154,0.102280608002
MSpaap->Eara,2208.19104696,0.221148919286,15.3296703297,0.107617989942
MSppa->ABprpapa,4200.91596967,0.10693026309,9.30769230769,0.140062994025
MSppa->ABarappp,5545.7686271,0.0197301992141,9.50549450549,0.183020638301
ABaraapap->MSaaapa,1728.9716774,0.63986443318,22.1098901099,0.104581762548
ABplpaaap->ABplpaapa,2448.18203725,0.0831068140791,32.4395604396,0.13421791042
ABplpaaap->ABplpaapp,1407.82095965,0.018828083404,21.0,0.0906972215053
Eprp->Cpppa,2041.99799521,0.0873620345921,31.5604395604,0.136027605544
Caapa->Cappp,907.056595052,0.135468408273,12.4505494505,0.0961954342929
Eplp->ABarppapp,1782.97320841,0.0574387712718,31.956043956,0.113511089761
Capa->Dap,3025.83169962,0.148020637741,17.0549450549,0.158872802771
ABalappaa->MSaaaaa,1021.69925014,0.0493122725035,14.9120879121,0.0827324855744
ABalppappa->ABplpaaaap,1198.19819905,0.408008610301,14.3406593407,0.103337985514
ABprapapa->ABprappap,2878.3749367,0.0861041338386,28.5494505495,0.169552597145
ABprapapa->ABprappaa,2255.1950341,0.679675804522,24.6593406593,0.136598143069
Dpa->MSppppp,1663.72869071,0.60042557507,8.23076923077,0.0997540641724
ABprpaappa->ABpraappap,1190.09502194,0.272912601392,11.6483516484,0.103484057474
ABalppapaa->ABalpaappp,1340.50621966,0.39983788671,14.3846153846,0.108863469076
ABalapaa->ABplaaaa,3931.57820509,0.542640967729,22.0879120879,0.143791874357
Cppaa->Dppp,1492.96011315,0.0742231240274,21.3516483516,0.110660393778
ABplppppap->ABplpppapa,1014.67903982,0.00435637000896,10.4285714286,0.0936999921125
ABplaappa->ABalpppppp,2669.3451229,3.73047809888e-05,6.62637362637,0.16101581868
MSaaaap->MSaaaaap,1445.9322046,0.46485976384,3.73626373626,0.102751929754
MSpppaa->ABprpapaaa,1381.8377459,0.0132949516756,12.6043956044,0.113664807619
ABalpapa->ABalpappa,4498.56197671,0.530984791524,2.43956043956,0.179347143025
Cpp->Dp,5419.19123477,0.00186085542264,10.5934065934,0.127834288818
ABalpapaa->ABalpaaap,2311.33469905,0.0146046322648,27.3516483516,0.134675853026
ABalapapa->MSaaaap,1525.44258,0.706374381278,25.6813186813,0.0965356229929
Z2->Capaa,1123.88815455,0.141609431427,20.0989010989,0.101149849633
ABprppppp->Cppap,1778.51263826,0.88479163824,15.4725274725,0.13348970776
ABprppppp->Cppaa,3403.58144988,0.0469253024323,22.8681318681,0.199920390113
ABplaapppa->ABplpaappp,1801.90631488,0.769999264755,17.4285714286,0.140738717853
ABplpa->MSap,9963.41637869,0.901794107646,10.7802197802,0.150788643285
ABalpppap->ABalppaap,1578.30537162,0.93718265463,16.9340659341,0.110222145127
Cpap->Capp,2433.69177346,0.600349220537,12.956043956,0.104678833446
Cpap->Cppa,4169.42216053,0.488166142749,20.7252747253,0.143360669515
Cpap->Caap,4642.82119979,0.00116224238585,23.043956044,0.158926635963
Cpap->Cppp,4205.69962848,0.124570417373,20.7912087912,0.147535713089
ABaraapp->MSaaap,2376.12666782,0.248329276638,11.978021978,0.0987074756845
ABaraapp->MSpaaa,3060.95859266,0.0644780458837,14.3186813187,0.114567319284
ABalapp->ABalaap,3660.80053592,0.409493416486,17.0549450549,0.0925598367923
ABalapappa->ABplaapaaa,1019.30642886,0.26496217285,12.2087912088,0.0895227217727
ABprappaa->ABpraapppp,2246.3778541,0.438259409555,6.57142857143,0.152495584209
ABarapapa->ABarappaa,2326.18091164,0.460260558036,28.6593406593,0.129274680109
MSpappa->MSpapapp,1817.05837464,0.215958932843,10.2637362637,0.150934624236
ABalapaaa->ABalaaaal,2207.80763793,0.573704551159,27.3516483516,0.135566578156
ABalpapp->MSaapa,3093.62105238,0.960515130165,11.8241758242,0.120278179579
ABalpapp->MSaaap,2831.5018942,0.946277199749,12.978021978,0.107187929264
Dppp->Cpppaa,2570.82873863,0.329824803922,8.69230769231,0.212749763436
ABplpppaa->ABplppapp,2417.19655894,0.908011880882,31.5274725275,0.140705150841
ABpraappa->ABpraapppa,2282.86175287,0.851243424432,5.24175824176,0.150588260979
ABplpppp->MSappp,3249.35347827,0.00127871778751,12.8021978022,0.125766982333
ABalaaap->ABalaapa,3277.8547776,0.0878787344166,23.6593406593,0.121873288045
ABar->ABpl,19984.575371,0.333376586888,9.54945054945,0.126668998379
MSaapaa->MSapaap,1444.17782819,0.0294834527292,17.3516483516,0.0933194907056
Eal->ABplpap,3661.85479091,0.561081034304,12.3516483516,0.0924239674788
ABalapapa->ABalapaap,2219.26769924,0.101230216995,33.043956044,0.128617940323
ABalapapa->ABalapaaa,1793.04218511,0.161074324959,26.8021978022,0.127412505765
ABprpappa->MSpappa,2441.57615449,0.000707477277708,18.7472527473,0.140292381812
ABalaapppa->ABalaaappr,1389.08079873,0.10630346684,11.956043956,0.115623094063
